acquisition_id,user_id,channel,campaign_name,utm_source,utm_medium,acquisition_date,acquisition_cost
80618,11618,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-19,6.76
80619,11619,Direct,Q3_Retention_Push_25,direct,none,2025-08-21,8.64
80620,11620,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-13,20.33
80621,11621,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-08,5.38
80622,11622,Referral,Q3_Retention_Push_25,referral,referral,2025-08-19,20.66
80623,11623,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-06,3.64
80624,11624,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-26,6.05
80625,11625,Referral,Q3_Retention_Push_25,referral,referral,2025-08-19,8.43
80626,11626,Direct,Q3_Retention_Push_25,direct,none,2025-08-12,15.24
80627,11627,Direct,Q3_Retention_Push_25,direct,none,2025-08-06,18.14
80628,11628,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-22,10.52
80629,11629,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-17,70.43
80630,11630,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-25,15.35
80631,11631,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-21,7.05
80632,11632,Direct,Q3_Retention_Push_25,direct,none,2025-08-25,4.71
80633,11633,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-02,46.34
80634,11634,Organic Search,Q3_Retention_Push_25,google,organic,2025-07-29,10.86
80635,11635,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-20,11.86
80636,11636,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-07-31,21.31
80637,11637,Referral,Q3_Retention_Push_25,referral,referral,2025-08-28,7.77
80638,11638,Referral,Q3_Retention_Push_25,referral,referral,2025-08-25,9.91
80639,11639,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-17,25.64
80640,11640,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-23,12.33
80641,11641,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-13,17.02
80642,11642,Direct,Q3_Saturation_Test_25,direct,none,2025-08-28,13.48
80643,11643,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-07-31,7.3
80644,11644,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-08-09,19.61
80645,11645,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-19,71.53
80646,11646,Direct,Q3_Retention_Push_25,direct,none,2025-08-24,6.37
80647,11647,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-07,6.55
80648,11648,Direct,Q3_Saturation_Test_25,direct,none,2025-08-23,9.16
80649,11649,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-12,14.18
80650,11650,Direct,Q3_Saturation_Test_25,direct,none,2025-08-26,0.61
80651,11651,Direct,Q3_Retention_Push_25,direct,none,2025-08-08,10.59
80652,11652,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-21,8.58
80653,11653,Direct,Q3_Saturation_Test_25,direct,none,2025-08-04,19.03
80654,11654,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-04,43.07
80655,11655,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-08-22,3.74
80656,11656,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-22,1.7
80657,11657,Direct,Q3_Saturation_Test_25,direct,none,2025-08-10,8.63
80658,11658,Direct,Q3_Retention_Push_25,direct,none,2025-08-19,19.8
80659,11659,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-30,7.95
80660,11660,Direct,Q3_Retention_Push_25,direct,none,2025-08-09,15.33
80661,11661,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-14,50.77
80662,11662,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-04,20.14
80663,11663,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-16,2.24
80664,11664,Direct,Q3_Retention_Push_25,direct,none,2025-08-26,7.52
80665,11665,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-08-20,20.18
80666,11666,paid_social,Q3_Retention_Push_25,instagram,cpc,2025-08-05,22.59
80667,11667,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-22,24.19
80668,11668,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-14,15.9
80669,11669,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-07-31,66.53
80670,11670,Direct,Q3_Saturation_Test_25,direct,none,2025-08-18,21.95
80671,11671,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-10,27.59
80672,11672,Direct,Q3_Retention_Push_25,direct,none,2025-08-29,16.81
80673,11673,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-08-29,20.75
80674,11674,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-20,66.83
80675,11675,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-19,5.69
80676,11676,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-08,72.21
80677,11677,Referral,Q3_Retention_Push_25,referral,referral,2025-08-03,6.72
80678,11678,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-07-30,71.28
80679,11679,Referral,Q3_Retention_Push_25,referral,referral,2025-08-14,12.56
80680,11680,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-08-08,7.01
80681,11681,paid_social,Q3_Retention_Push_25,instagram,cpc,2025-08-30,39.55
80682,11682,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-09,36.98
80683,11683,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-06,11.49
80684,11684,Referral,Q3_Retention_Push_25,referral,referral,2025-08-23,16.24
80685,11685,organic search,Q3_Retention_Push_25,google,organic,2025-08-25,10.87
80686,11686,Direct,Q3_Saturation_Test_25,direct,none,2025-08-10,4.71
80687,11687,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-02,8.59
80688,11688,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-03,55.85
80689,11689,Direct,Q3_Retention_Push_25,direct,none,2025-08-17,18.21
80690,11690,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-26,18.47
80691,11691,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-09,3.54
80692,11692,Organic Search,Q3_Saturation_Test_25,google,organic,2025-07-30,13.95
80693,11693,Direct,Q3_Retention_Push_25,direct,none,2025-08-09,17.81
80694,11694,Organic Search,Q3_Saturation_Test_25,google,organic,2025-07-31,18.33
80695,11695,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-12,15.6
80696,11696,Direct,Q3_Saturation_Test_25,direct,none,2025-08-12,1.16
80697,11697,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-23,4.25
80698,11698,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-08-03,53.26
80699,11699,Direct,Q3_Saturation_Test_25,direct,none,2025-08-14,14.65
80700,11700,Referral,Q3_Retention_Push_25,referral,referral,2025-08-06,0.72
80701,11701,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-15,17.78
80702,11702,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-28,19.22
80703,11703,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-20,4.69
80704,11704,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-27,6.77
80705,11705,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-07-31,46.53
80706,11706,Referral,Q3_Retention_Push_25,referral,referral,2025-08-21,5.48
80707,11707,Referral,Q3_Retention_Push_25,referral,referral,2025-08-26,11.51
80708,11708,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-21,21.73
80709,11709,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-22,14.21
80710,11710,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-02,38.22
80711,11711,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-08-22,64.92
80712,11712,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-24,9.05
80713,11713,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-06,11.94
80714,11714,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-13,22.18
80715,11715,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-08-13,40.11
80716,11716,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-02,48.97
80717,11717,Referral,Q3_Retention_Push_25,referral,referral,2025-08-02,13.73
80718,11718,paid social,Q3_Retention_Push_25,facebook,cpc,2025-08-07,30.63
80719,11719,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-08-03,41.58
80720,11720,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-14,7.11
80721,11721,Organic Search,Q3_Retention_Push_25,google,organic,2025-07-31,4.33
80722,11722,Referral,Q3_Retention_Push_25,referral,referral,2025-07-30,14.05
80723,11723,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-20,11.14
80724,11724,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-05,16.19
80725,11725,Referral,Q3_Retention_Push_25,referral,referral,2025-08-09,9.29
80726,11726,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-09,8.14
80727,11727,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-14,63.85
80728,11728,Direct,Q3_Retention_Push_25,direct,none,2025-08-14,7.84
80729,11729,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-02,12.74
80730,11730,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-07-31,71.99
80731,11731,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-11,10.6
80732,11732,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-18,22.02
80733,11733,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-08-22,43.25
80734,11734,Referral,Q3_Retention_Push_25,referral,referral,2025-08-07,8.69
80735,11735,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-03,7.75
80736,11736,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-17,12.53
80737,11737,Direct,Q3_Retention_Push_25,direct,none,2025-08-25,2.91
80738,11738,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-08,20.22
80739,11739,organic search,Q3_Retention_Push_25,google,organic,2025-08-01,12.23
80740,11740,Direct,Q3_Saturation_Test_25,direct,none,2025-08-10,7.73
80741,11741,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-08-15,22.32
80742,11742,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-19,12.62
80743,11743,Referral,Q3_Retention_Push_25,referral,referral,2025-08-01,17.42
80744,11744,Direct,Q3_Saturation_Test_25,direct,none,2025-08-18,18.25
80745,11745,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-11,37.78
80746,11746,Referral,Q3_Retention_Push_25,referral,referral,2025-07-30,6.49
80747,11747,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-28,16.53
80748,11748,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-08-15,67.5
80749,11749,Referral,Q3_Retention_Push_25,referral,referral,2025-08-08,6.58
80750,11750,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-25,16.1
80751,11751,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-23,2.12
80752,11752,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-06,7.83
80753,11753,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-29,1.1
80754,11754,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-15,67.28
80755,11755,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-06,17.29
80756,11756,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-11,51.75
80757,11757,Direct,Q3_Retention_Push_25,direct,none,2025-08-06,1.24
80758,11758,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-25,13.99
80759,11759,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-09,67.35
80760,11760,Direct,Q3_Saturation_Test_25,direct,none,2025-08-13,10.51
80761,11761,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-02,9.75
80762,11762,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-08-28,58.87
80763,11763,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-09,68.32
80764,11764,Direct,Q3_Retention_Push_25,direct,none,2025-08-20,5.31
80765,11765,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-09,48.24
80766,11766,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-08-18,7.2
80767,11767,Referral,Q3_Retention_Push_25,referral,referral,2025-08-17,8.43
80768,11768,paid social,Q3_Retention_Push_25,instagram,cpc,2025-08-08,55.48
80769,11769,Referral,Q3_Retention_Push_25,referral,referral,2025-08-14,5.51
80770,11770,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-19,8.14
80771,11771,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-05,16.07
80772,11772,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-03,13.62
80773,11773,Direct,Q3_Retention_Push_25,direct,none,2025-08-06,21.37
80774,11774,Referral,Q3_Retention_Push_25,referral,referral,2025-08-12,19.73
80775,11775,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-05,46.4
80776,11776,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-06,37.03
80777,11777,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-19,14.99
80778,11778,Direct,Q3_Saturation_Test_25,direct,none,2025-08-20,16.66
80779,11779,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-30,8.25
80780,11780,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-23,3.22
80781,11781,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-14,60.64
80782,11782,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-27,38.63
80783,11783,paid_social,Q3_Retention_Push_25,facebook,cpc,2025-08-29,12.63
80784,11784,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-06,22.69
80785,11785,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-06,33.11
80786,11786,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-26,45.33
80787,11787,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-28,47.72
80788,11788,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-08-24,68.62
80789,11789,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-13,20.29
80790,11790,Direct,Q3_Retention_Push_25,direct,none,2025-08-25,2.81
80791,11791,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-21,19.42
80792,11792,paid social,Q3_Saturation_Test_25,facebook,cpc,2025-08-20,2.09
80793,11793,Direct,Q3_Saturation_Test_25,direct,none,2025-08-19,17.24
80794,11794,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-08,6.16
80795,11795,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-24,19.65
80796,11796,Direct,Q3_Saturation_Test_25,direct,none,2025-08-28,15.16
80797,11797,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-28,65.01
80798,11798,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-08-18,48.39
80799,11799,Direct,Q3_Saturation_Test_25,direct,none,2025-08-01,15.03
80800,11800,Direct,Q3_Retention_Push_25,direct,none,2025-08-20,14.63
80801,11801,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-08-06,56.15
80802,11802,Direct,Q3_Retention_Push_25,direct,none,2025-08-05,10.08
80803,11803,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-01,14.73
80804,11804,Referral,Q3_Retention_Push_25,referral,referral,2025-08-03,1.45
80805,11805,Referral,Q3_Retention_Push_25,referral,referral,2025-08-14,15.34
80806,11806,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-06,17.37
80807,11807,Referral,Q3_Retention_Push_25,referral,referral,2025-08-10,4.61
80808,11808,Referral,Q3_Retention_Push_25,referral,referral,2025-08-14,21.95
80809,11809,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-17,19.53
80810,11810,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-11,11.92
80811,11811,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-14,66.8
80812,11812,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-27,2.0
80813,11813,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-07,52.69
80814,11814,Direct,Q3_Retention_Push_25,direct,none,2025-08-01,15.79
80815,11815,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-22,65.7
80816,11816,Referral,Q3_Retention_Push_25,referral,referral,2025-08-01,11.84
80817,11817,Referral,Q3_Retention_Push_25,referral,referral,2025-08-23,0.68
80818,11818,Referral,Q3_Retention_Push_25,referral,referral,2025-08-09,22.74
80819,11819,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-25,6.86
80820,11820,Referral,Q3_Retention_Push_25,referral,referral,2025-08-06,4.17
80821,11821,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-05,34.23
80822,11822,paid social,Q3_Saturation_Test_25,facebook,cpc,2025-08-10,67.07
80823,11823,Direct,Q3_Retention_Push_25,direct,none,2025-08-13,7.63
80824,11824,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-21,34.64
80825,11825,Referral,Q3_Retention_Push_25,referral,referral,2025-08-19,2.07
80826,11826,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-29,17.82
80827,11827,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-18,13.78
80828,11828,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-05,8.45
80829,11829,Referral,Q3_Retention_Push_25,referral,referral,2025-07-31,7.45
80830,11830,Direct,Q3_Retention_Push_25,direct,none,2025-08-09,2.04
80831,11831,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-28,74.05
80832,11832,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-24,22.03
80833,11833,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-23,10.1
80834,11834,Referral,Q3_Retention_Push_25,referral,referral,2025-08-08,18.89
80835,11835,Referral,Q3_Retention_Push_25,referral,referral,2025-08-12,19.14
80836,11836,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-22,4.6
80837,11837,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-08-30,18.63
80838,11838,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-19,8.53
80839,11839,Organic Search,Q3_Saturation_Test_25,google,organic,2025-07-30,4.81
80840,11840,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-27,16.55
80841,11841,Referral,Q3_Retention_Push_25,referral,referral,2025-08-29,19.26
80842,11842,Referral,Q3_Retention_Push_25,referral,referral,2025-07-30,14.25
80843,11843,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-11,13.09
80844,11844,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-30,5.37
80845,11845,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-30,68.33
80846,11846,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-28,32.3
80847,11847,Direct,Q3_Retention_Push_25,direct,none,2025-08-29,20.16
80848,11848,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-01,10.78
80849,11849,Direct,Q3_Retention_Push_25,direct,none,2025-08-05,18.05
80850,11850,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-15,57.35
80851,11851,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-17,20.62
80852,11852,Direct,Q3_Retention_Push_25,direct,none,2025-08-12,11.67
80853,11853,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-06,10.12
80854,11854,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-08,41.22
80855,11855,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-17,17.88
80856,11856,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-29,7.99
80857,11857,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-23,5.56
80858,11858,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-04,14.49
80859,11859,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-05,6.95
80860,11860,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-08,1.73
80861,11861,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-22,9.55
80862,11862,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-07-30,66.59
80863,11863,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-22,19.47
80864,11864,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-15,4.22
80865,11865,Direct,Q3_Saturation_Test_25,direct,none,2025-08-20,11.73
80866,11866,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-26,13.13
80867,11867,Direct,Q3_Retention_Push_25,direct,none,2025-08-17,13.3
80868,11868,Referral,Q3_Retention_Push_25,referral,referral,2025-08-17,7.99
80869,11869,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-13,12.56
80870,11870,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-21,20.46
80871,11871,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-10,55.92
80872,11872,Direct,Q3_Saturation_Test_25,direct,none,2025-08-03,12.01
80873,11873,Direct,Q3_Retention_Push_25,direct,none,2025-07-29,3.86
80874,11874,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-20,64.17
80875,11875,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-19,22.64
80876,11876,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-10,26.04
80877,11877,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-23,0.9
80878,11878,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-13,6.0
80879,11879,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-08-08,46.42
80880,11880,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-17,2.4
80881,11881,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-10,69.53
80882,11882,Referral,Q3_Retention_Push_25,referral,referral,2025-08-29,12.69
80883,11883,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-08-22,68.79
80884,11884,organic search,Q3_Retention_Push_25,google,organic,2025-08-22,2.07
80885,11885,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-08-22,0.87
80886,11886,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-21,22.31
80887,11887,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-24,21.54
80888,11888,Referral,Q3_Retention_Push_25,referral,referral,2025-08-12,10.1
80889,11889,Direct,Q3_Retention_Push_25,direct,none,2025-08-25,15.96
80890,11890,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-01,57.02
80891,11891,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-20,9.76
80892,11892,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-16,2.67
80893,11893,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-07-29,62.81
80894,11894,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-18,5.56
80895,11895,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-07-31,55.11
80896,11896,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-19,20.08
80897,11897,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-14,6.49
80898,11898,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-18,49.82
80899,11899,Direct,Q3_Retention_Push_25,direct,none,2025-08-19,8.84
80900,11900,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-10,30.26
80901,11901,Direct,Q3_Saturation_Test_25,direct,none,2025-08-18,0.68
80902,11902,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-06,19.5
80903,11903,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-08-24,11.66
80904,11904,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-07-31,67.89
80905,11905,paid_social,Q3_Retention_Push_25,facebook,cpc,2025-08-03,63.53
80906,11906,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-21,11.82
80907,11907,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-01,18.37
80908,11908,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-30,67.16
80909,11909,paid_social,Q3_Saturation_Test_25,facebook,cpc,2025-07-29,11.32
80910,11910,Direct,Q3_Saturation_Test_25,direct,none,2025-08-17,17.07
80911,11911,Direct,Q3_Saturation_Test_25,direct,none,2025-08-28,9.23
80912,11912,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-18,28.57
80913,11913,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-08-20,71.84
80914,11914,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-21,38.39
80915,11915,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-19,21.19
80916,11916,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-06,1.71
80917,11917,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-08,48.79
80918,11918,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-04,14.76
80919,11919,Referral,Q3_Retention_Push_25,referral,referral,2025-08-04,21.46
80920,11920,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-07,6.43
80921,11921,Direct,Q3_Saturation_Test_25,direct,none,2025-08-17,2.58
80922,11922,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-27,22.44
80923,11923,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-16,17.1
80924,11924,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-01,0.64
80925,11925,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-20,18.46
80926,11926,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-17,48.3
80927,11927,Direct,Q3_Retention_Push_25,direct,none,2025-08-24,12.77
80928,11928,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-10,1.84
80929,11929,Direct,Q3_Saturation_Test_25,direct,none,2025-08-13,10.55
80930,11930,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-21,71.74
80931,11931,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-22,74.22
80932,11932,Referral,Q3_Retention_Push_25,referral,referral,2025-08-07,21.65
80933,11933,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-16,18.64
80934,11934,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-27,22.65
80935,11935,Direct,Q3_Retention_Push_25,direct,none,2025-08-03,5.28
80936,11936,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-09,14.69
80937,11937,Direct,Q3_Saturation_Test_25,direct,none,2025-08-17,15.93
80938,11938,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-28,66.22
80939,11939,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-29,13.87
80940,11940,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-16,23.64
80941,11941,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-15,15.69
80942,11942,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-11,17.17
80943,11943,Direct,Q3_Retention_Push_25,direct,none,2025-08-13,7.38
80944,11944,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-22,21.65
80945,11945,Referral,Q3_Retention_Push_25,referral,referral,2025-08-17,17.79
80946,11946,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-18,59.69
80947,11947,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-27,17.09
80948,11948,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-02,12.33
80949,11949,Direct,Q3_Saturation_Test_25,direct,none,2025-08-29,21.43
